age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
28,4,2,2,0,0,1,0,0,16,5,767,5,-1,0,3
26,4,2,2,0,350,0,0,0,8,5,367,1,-1,0,3
27,7,2,1,0,468,1,0,0,13,8,109,1,-1,0,3
52,1,1,1,0,2087,1,0,0,31,1,267,1,474,1,0
51,7,1,3,0,5801,1,0,2,29,8,147,2,-1,0,3
42,9,0,1,0,2974,1,0,2,21,8,187,5,-1,0,3
35,4,1,1,0,724,1,0,0,14,5,287,2,415,1,0
42,1,1,1,0,2157,1,0,0,13,8,149,1,364,2,0
48,9,1,1,0,302,1,0,2,26,8,208,3,-1,0,3
37,4,0,2,0,0,1,0,0,11,8,217,6,-1,0,3
61,4,1,2,0,6016,0,0,0,2,3,670,3,-1,0,3
32,7,1,0,0,228,1,0,0,21,5,1017,6,-1,0,3
36,4,1,1,0,80,1,0,2,30,8,251,3,-1,0,3
62,4,1,2,0,1859,0,0,1,6,1,245,3,-1,0,3
31,0,0,1,0,360,0,0,0,15,8,332,1,297,2,1
44,0,1,1,0,0,1,1,2,16,8,159,1,-1,0,3
41,4,1,2,0,326,1,0,0,5,8,788,1,-1,0,3
30,10,1,2,0,0,1,0,0,18,9,756,1,-1,0,3
45,7,2,0,0,1893,1,0,2,3,6,1259,6,-1,0,3
25,8,2,1,0,8,0,0,0,22,0,107,2,-1,0,3
54,9,1,2,0,876,0,0,0,27,10,269,3,541,3,2
40,1,1,0,0,1136,1,0,2,21,8,86,1,-1,0,3
39,1,1,0,0,2303,1,0,2,17,6,775,3,-1,0,3
53,0,1,1,0,459,0,0,0,5,0,558,1,-1,0,3
31,9,1,1,0,2363,1,0,2,13,8,247,1,-1,0,3
49,4,0,2,0,1904,0,1,0,17,9,131,2,-1,0,3
45,9,1,1,0,1415,1,0,0,24,5,311,1,-1,0,3
40,4,1,2,0,1584,1,0,1,21,9,661,1,-1,0,3
66,5,1,0,0,206,0,0,0,9,3,479,1,-1,0,3
39,6,2,2,0,426,0,0,2,18,6,1029,1,-1,0,3
46,4,1,2,0,1008,0,0,0,29,1,24,13,-1,0,3
24,1,1,1,0,204,1,1,0,17,0,229,3,-1,0,3
38,1,2,1,0,-1,1,0,2,7,8,72,1,-1,0,3
55,4,1,2,0,0,1,0,2,14,8,159,2,-1,0,3
35,6,1,1,0,8883,0,0,0,21,9,33,3,-1,0,3
46,9,0,1,0,-90,0,1,1,17,10,270,1,-1,0,3
41,9,2,2,0,1646,1,0,0,4,3,261,1,184,6,2
26,9,2,1,0,455,0,0,0,29,4,240,1,182,8,1
60,9,1,0,0,65,1,0,2,9,8,1028,2,-1,0,3
39,1,1,0,0,879,1,0,2,26,8,102,2,-1,0,3
35,0,1,2,0,1145,1,0,0,2,3,82,2,-1,0,3
28,0,2,1,0,4745,0,0,1,12,8,360,1,181,5,2
23,9,2,2,0,1129,1,0,2,28,8,806,1,-1,0,3
61,4,1,1,0,985,0,0,0,18,1,998,6,-1,0,3
27,7,2,1,0,0,1,0,2,7,8,388,7,-1,0,3
60,1,1,0,0,493,0,0,0,18,1,671,4,-1,0,3
54,10,1,0,0,541,1,0,0,3,3,237,3,-1,0,3
40,1,1,1,0,1451,0,0,0,1,6,314,1,-1,0,3
39,9,0,2,1,3,0,0,0,6,8,488,1,-1,0,3
46,1,1,0,0,143,1,0,2,7,8,279,1,-1,0,3
40,4,1,2,0,-17,1,1,0,11,8,474,1,256,1,2
83,5,0,0,0,1097,0,0,1,5,7,181,1,-1,0,3
45,1,1,0,0,61,0,0,0,17,0,108,1,-1,0,3
42,7,1,1,0,-246,1,0,2,7,8,149,1,-1,0,3
38,1,1,1,0,121,1,1,0,6,3,168,1,212,2,0
54,4,0,2,0,1295,1,0,0,21,5,179,10,-1,0,3
34,9,0,2,0,674,1,0,0,7,1,587,2,-1,0,3
46,0,1,1,0,556,1,1,2,15,8,646,3,-1,0,3
19,8,2,1,0,302,0,0,0,16,5,205,1,-1,0,3
48,4,1,1,0,2294,1,0,2,26,8,251,11,-1,0,3
26,1,2,0,0,-887,1,0,0,18,8,827,2,-1,0,3
38,9,2,1,0,-242,1,0,0,18,8,1173,3,278,6,2
53,4,1,2,0,15,0,0,0,20,1,921,2,-1,0,3
32,4,0,2,0,874,0,0,0,12,1,1282,6,-1,0,3
24,7,1,1,1,110,1,0,2,23,8,27,1,-1,0,3
57,4,1,2,0,0,0,0,0,19,1,188,4,-1,0,3
27,0,1,1,0,897,0,0,0,5,6,397,1,-1,0,3
45,4,1,2,0,242,0,0,0,30,0,587,1,-1,0,3
47,0,2,1,0,3696,0,0,0,12,5,250,2,181,4,2
33,9,1,1,0,58,1,0,1,29,1,57,2,-1,0,3
81,5,1,1,0,1,0,0,0,19,1,65,5,-1,0,3
50,10,1,1,0,1772,0,0,0,29,5,206,4,-1,0,3
34,3,1,0,0,2929,0,0,0,14,1,518,2,-1,0,3
28,4,2,2,0,231,1,1,0,25,5,568,2,-1,0,3
40,4,1,2,0,60,0,0,2,16,6,172,6,-1,0,3
54,9,1,1,0,-315,0,1,0,10,5,2029,1,-1,0,3
49,4,1,0,0,3371,0,0,0,11,9,269,2,-1,0,3
28,1,1,1,0,4287,0,0,0,30,0,171,1,-1,0,3
49,0,1,1,0,197,1,0,0,13,0,223,1,182,2,0
35,9,1,1,0,13,0,0,0,22,1,94,2,-1,0,3
34,4,1,2,0,606,0,0,0,20,0,97,1,-1,0,3
63,5,0,1,0,1490,0,0,0,8,6,506,1,-1,0,3
59,5,1,1,0,319,1,0,2,5,8,143,3,-1,0,3
62,5,0,2,0,0,0,0,0,13,9,227,2,-1,0,3
44,9,1,1,0,5597,0,0,2,20,6,27,3,-1,0,3
47,3,2,2,0,3727,0,0,2,12,6,993,6,-1,0,3
56,5,1,1,0,-1206,1,0,0,15,6,382,2,-1,0,3
74,5,1,1,0,921,0,0,1,17,0,394,2,-1,0,3
36,1,0,1,0,-11,0,0,2,5,6,152,2,-1,0,3
60,9,2,0,0,11262,0,0,0,26,1,323,1,-1,0,3
38,1,1,1,0,-388,1,0,2,9,8,412,1,-1,0,3
57,0,0,0,0,179,1,0,0,15,8,67,1,368,2,0
53,4,1,3,0,2240,1,0,0,2,6,282,2,385,1,2
38,3,0,1,0,70,0,0,0,27,10,255,3,148,1,2
34,9,1,2,0,197,0,0,0,20,1,78,3,-1,0,3
31,4,2,2,0,12569,0,0,0,9,11,344,1,295,1,0
57,9,1,1,0,16063,1,0,2,30,8,352,3,-1,0,3
52,1,1,1,0,60,0,1,0,26,1,196,2,-1,0,3
35,2,1,1,0,2971,0,0,0,4,8,429,4,164,2,0
21,8,2,1,0,2488,0,0,0,30,6,258,6,169,3,2
33,1,1,1,0,1134,1,0,2,23,8,304,2,-1,0,3
45,1,1,0,0,0,0,0,0,26,1,454,2,-1,0,3
36,4,2,2,0,876,1,0,2,23,8,241,2,-1,0,3
30,4,2,2,0,2,1,1,0,25,5,1031,8,-1,0,3
47,3,1,0,0,201,1,0,0,7,1,58,2,382,1,0
35,6,0,2,0,1354,1,0,2,23,8,736,2,-1,0,3
27,9,2,1,0,235,1,0,0,12,8,13,5,-1,0,3
25,4,2,2,0,808,0,0,0,18,11,267,2,114,2,0
36,4,2,1,0,1511,1,0,0,16,9,270,1,-1,0,3
45,9,1,1,0,49,0,0,0,29,5,65,2,-1,0,3
43,0,1,1,0,264,1,0,0,17,0,113,2,-1,0,3
53,0,1,1,0,105,0,1,0,21,1,74,2,-1,0,3
56,5,0,0,0,694,0,0,0,29,4,144,1,102,1,1
34,0,2,1,0,852,0,0,0,14,0,108,2,-1,0,3
29,1,1,1,0,228,1,0,0,11,8,12,8,342,9,0
62,4,1,2,0,0,0,0,0,13,10,78,3,-1,0,3
47,4,2,2,0,440,0,0,0,21,1,71,4,-1,0,3
60,5,1,2,0,225,0,0,0,19,1,54,2,-1,0,3
43,9,1,1,0,3285,1,0,2,13,8,1721,2,-1,0,3
64,5,1,2,0,846,0,0,0,11,3,671,1,181,3,0
26,10,2,1,0,622,0,0,0,28,4,1451,2,-1,0,3
34,0,1,1,0,247,0,0,0,8,10,401,2,-1,0,3
57,9,1,1,0,589,1,0,0,2,3,223,1,76,4,0
26,0,2,1,0,255,0,0,0,30,0,457,1,80,1,2
54,11,1,3,0,895,0,0,0,7,10,335,1,-1,0,3
37,1,1,1,0,342,1,0,0,12,8,340,2,175,1,0
40,7,1,1,0,0,0,0,2,12,6,543,2,-1,0,3
33,7,1,1,0,386,0,0,0,12,9,253,1,92,4,0
31,1,1,1,0,1545,1,1,0,13,8,207,1,-1,0,3
48,4,1,2,0,1147,0,0,0,5,1,389,1,64,2,2
53,4,1,3,0,2240,1,0,0,2,6,282,2,385,1,2
71,5,1,1,0,2850,0,0,0,17,3,185,1,-1,0,3
33,1,1,1,0,139,1,1,0,18,8,732,2,291,5,0
77,5,0,2,0,4659,0,0,0,14,0,161,1,-1,0,3
32,1,1,1,0,1905,1,0,0,16,5,709,2,-1,0,3
30,7,2,1,0,432,1,0,2,20,8,340,3,-1,0,3
55,5,1,0,0,8894,0,0,2,11,6,262,1,-1,0,3
36,4,2,2,0,2944,0,0,0,18,1,882,8,-1,0,3
42,7,1,1,0,508,1,0,2,30,8,70,1,-1,0,3
58,4,1,2,0,1517,1,0,1,29,5,7,5,-1,0,3
27,8,2,2,0,5291,0,0,0,12,9,192,2,92,2,0
31,4,2,2,0,3283,0,0,0,2,3,258,1,73,1,0
34,1,1,1,0,622,1,0,2,21,8,145,1,-1,0,3
51,9,1,2,0,-3,0,0,0,25,1,91,9,-1,0,3
33,1,2,1,0,697,0,0,0,6,3,860,2,-1,0,3
53,9,1,1,0,65,0,0,0,25,1,41,2,-1,0,3
28,9,2,1,0,1453,1,0,0,12,8,246,1,343,1,1
29,1,2,1,0,908,1,0,2,20,6,1663,1,-1,0,3
49,2,1,1,0,687,1,0,0,17,0,772,1,-1,0,3
51,9,1,1,0,-379,1,0,0,5,1,261,1,-1,0,3
54,4,0,2,0,0,0,1,0,10,5,88,1,-1,0,3
34,4,2,2,0,340,1,0,2,3,6,633,28,-1,0,3
35,9,1,1,0,141,1,0,0,19,1,299,2,-1,0,3
34,9,1,1,0,351,1,0,0,18,5,467,1,-1,0,3
28,6,2,2,0,442,0,0,0,19,6,474,3,95,3,1
42,1,1,0,0,-10,1,0,2,9,8,291,4,-1,0,3
33,1,0,0,0,636,1,0,0,9,5,211,11,-1,0,3
34,4,1,2,0,436,0,1,0,28,5,118,4,-1,0,3
37,10,1,1,0,1978,0,0,0,9,11,404,1,182,1,2
53,1,1,1,0,2231,1,0,0,14,5,272,3,-1,0,3
44,7,1,1,0,27,0,0,0,25,8,485,1,-1,0,3
46,7,1,1,0,4,0,0,0,30,0,268,1,261,5,1
69,5,1,0,0,579,0,0,0,14,1,230,1,-1,0,3
62,4,1,2,0,1859,0,0,1,6,1,245,3,-1,0,3
42,9,1,1,0,2,0,0,2,29,8,249,2,-1,0,3
39,9,1,1,0,1048,0,1,0,21,5,405,1,-1,0,3
71,5,1,1,0,2850,0,0,0,17,3,185,1,-1,0,3
31,1,1,1,0,92,1,0,2,16,8,688,1,-1,0,3
42,10,1,1,0,1289,0,0,0,15,5,250,4,415,2,0
46,0,1,1,0,70,1,0,0,27,7,229,2,-1,0,3
40,1,2,1,0,3,0,0,0,19,9,998,1,-1,0,3
37,4,2,2,0,876,1,0,0,15,0,140,4,327,2,0
72,5,1,0,0,763,0,0,0,24,0,384,2,-1,0,3
48,4,1,2,0,1147,0,0,0,5,1,389,1,64,2,2
39,4,1,2,0,278,0,1,0,28,5,60,3,-1,0,3
36,4,1,2,0,925,0,0,0,14,2,321,3,189,4,2
30,1,1,1,0,125,1,0,2,29,8,238,2,-1,0,3
49,4,2,2,0,151,1,0,0,8,5,97,3,-1,0,3
45,1,1,0,0,97,1,0,2,7,8,923,3,-1,0,3
35,4,2,2,0,2975,0,0,0,8,1,249,2,-1,0,3
48,9,1,1,0,197,0,1,0,3,3,47,2,222,3,1
27,6,2,1,0,50,0,0,0,29,4,168,1,-1,0,3
20,8,2,1,0,1191,0,0,0,12,3,274,1,-1,0,3
38,7,2,1,0,2253,1,0,0,13,8,937,3,-1,0,3
47,4,1,2,0,2306,0,0,1,6,1,239,4,-1,0,3
45,1,0,0,0,844,0,0,2,5,6,1018,3,-1,0,3
26,4,2,2,0,170,0,0,0,15,6,129,1,-1,0,3
39,7,1,1,0,-540,0,0,2,6,6,29,1,-1,0,3
31,4,1,2,0,1331,0,0,0,30,0,297,1,86,3,2
59,9,1,1,0,259,0,0,0,15,6,415,1,89,1,2
25,4,2,2,0,808,0,0,0,18,11,267,2,114,2,0
30,6,2,2,0,48,0,0,0,21,9,140,1,-1,0,3
43,4,0,2,0,497,0,0,0,13,8,66,1,363,22,0
59,5,1,0,0,0,0,0,0,5,6,493,2,-1,0,3
26,8,2,1,0,203,0,0,0,16,9,104,1,196,1,0
38,9,1,1,0,1931,0,0,0,2,6,167,1,298,10,1
38,9,2,1,0,-242,1,0,0,18,8,1173,3,278,6,2
37,4,0,2,0,168,1,0,2,5,6,227,1,-1,0,3
33,4,2,2,0,3170,0,0,0,28,10,246,2,-1,0,3
26,10,2,1,0,622,0,0,0,28,4,1451,2,-1,0,3
58,9,1,1,0,116,0,0,2,16,6,580,3,-1,0,3
49,2,0,3,1,-701,1,0,0,30,5,988,2,-1,0,3
31,4,1,2,0,1224,1,1,0,24,5,1441,2,-1,0,3
44,4,1,2,0,795,0,0,0,28,1,99,24,-1,0,3
31,7,2,1,0,85,0,0,0,16,5,151,1,-1,0,3
42,4,1,2,0,0,0,0,0,13,1,325,2,-1,0,3
22,8,2,2,0,691,0,0,0,19,1,338,1,-1,0,3
46,1,1,3,0,9328,1,0,0,5,8,725,3,-1,0,3
30,7,2,1,0,3485,0,0,0,2,3,142,2,-1,0,3
64,5,1,1,0,1574,0,0,1,29,5,301,3,-1,0,3
30,9,2,2,0,3,1,0,0,6,8,45,2,169,2,0
43,2,1,1,0,104,1,0,0,18,5,635,3,-1,0,3
34,9,1,1,0,1,1,0,0,19,9,108,1,-1,0,3
35,4,0,2,0,0,1,0,1,29,10,171,1,-1,0,3
54,6,0,0,0,4382,1,0,1,18,8,193,4,-1,0,3
44,9,1,1,0,310,1,0,0,6,3,200,1,253,1,0
50,1,1,1,0,810,1,0,2,14,8,19,14,-1,0,3
35,7,1,1,0,0,0,1,1,9,5,42,1,-1,0,3
48,9,2,2,0,-551,1,0,0,11,8,168,2,-1,0,3
37,9,1,1,0,480,0,0,0,22,10,344,2,182,8,1
27,7,2,1,0,-195,1,0,0,18,8,391,1,-1,0,3
45,1,2,0,1,-183,0,1,0,15,5,395,4,-1,0,3
34,9,1,1,0,-346,0,0,0,13,1,136,4,-1,0,3
55,9,0,1,0,3450,0,0,0,10,3,169,1,183,1,0
26,1,2,1,0,-32,1,1,0,31,5,14,6,-1,0,3
25,0,2,2,0,760,1,0,0,27,8,223,3,89,2,0
46,0,1,1,0,22,1,0,0,7,1,414,4,-1,0,3
84,5,0,0,0,639,0,0,1,18,8,353,3,-1,0,3
32,1,1,1,0,-63,1,0,2,30,8,198,1,-1,0,3
44,9,2,1,0,1679,0,0,1,20,10,718,1,-1,0,3
52,2,1,2,0,0,0,0,2,19,6,163,3,-1,0,3
39,4,1,2,0,763,1,0,0,11,8,877,7,300,2,1
77,5,1,2,0,7802,0,0,1,4,8,421,1,92,2,2
30,9,1,1,0,1211,1,0,0,18,8,176,1,-1,0,3
32,4,0,2,0,874,0,0,0,12,1,1282,6,-1,0,3
60,1,1,0,0,1472,0,0,2,20,6,36,4,-1,0,3
35,1,2,0,0,1147,1,1,1,7,8,29,1,-1,0,3
55,9,0,1,0,3450,0,0,0,10,3,169,1,183,1,0
31,4,2,2,0,574,1,0,0,16,5,410,2,-1,0,3
32,1,1,1,0,1905,1,0,0,16,5,709,2,-1,0,3
28,1,1,1,0,2788,1,0,2,6,6,369,2,-1,0,3
42,4,0,3,0,7702,0,0,0,16,3,138,2,-1,0,3
34,6,2,2,0,462,0,0,0,21,1,1877,3,-1,0,3
37,7,1,1,0,0,1,1,0,31,5,187,2,-1,0,3
36,9,2,1,1,12,0,0,0,12,1,587,2,-1,0,3
59,5,1,0,0,0,1,0,2,26,8,104,7,-1,0,3
37,9,1,1,0,2707,1,0,1,16,5,109,1,-1,0,3
30,0,1,2,0,0,1,0,0,24,5,209,2,-1,0,3
32,4,2,2,0,2,1,0,0,11,11,100,2,-1,0,3
28,1,2,1,0,517,0,1,0,8,5,681,1,-1,0,3
59,1,0,1,0,3573,0,0,0,15,8,44,1,-1,0,3
44,9,2,1,0,7138,0,0,0,8,1,809,2,-1,0,3
57,5,1,2,0,0,1,1,2,28,8,648,1,-1,0,3
51,1,1,0,0,844,1,0,2,29,8,184,3,-1,0,3
41,2,1,1,0,1249,1,0,0,9,5,391,1,-1,0,3
38,4,1,3,0,3576,0,0,0,25,9,349,2,183,1,2
31,1,1,1,0,92,1,0,2,16,8,688,1,-1,0,3
35,9,0,1,0,308,0,0,0,22,1,77,2,-1,0,3
31,7,1,1,0,132,0,0,0,7,5,148,1,152,1,1
51,9,1,1,0,18,0,1,0,25,5,363,6,-1,0,3
44,2,2,2,0,1136,1,1,0,3,0,345,2,249,7,1
39,2,1,2,0,2644,1,0,2,20,8,253,1,-1,0,3
62,6,0,2,0,6,1,0,0,13,10,216,1,183,4,2
35,2,2,2,0,145,1,0,0,18,5,799,2,-1,0,3
35,7,1,1,0,152,1,0,2,2,6,563,1,-1,0,3
36,9,0,1,0,-435,1,0,2,2,6,85,8,-1,0,3
34,1,1,1,0,67,1,1,2,8,8,672,3,-1,0,3
36,4,2,2,0,243,1,0,0,7,8,160,2,360,3,0
42,9,0,1,0,248,0,0,0,19,1,163,4,-1,0,3
32,1,1,1,0,9,1,0,0,17,0,334,2,-1,0,3
39,4,1,2,0,2763,1,0,2,2,6,526,2,-1,0,3
37,1,1,0,0,190,1,1,2,8,8,194,1,-1,0,3
34,1,2,0,0,464,1,0,0,18,8,173,1,299,2,1
84,5,0,0,0,639,0,0,1,18,8,353,3,-1,0,3
32,1,1,1,0,736,1,0,2,23,8,700,3,-1,0,3
56,10,0,0,0,109,0,0,0,15,5,924,4,-1,0,3
31,2,1,2,0,5191,0,0,0,20,9,187,2,-1,0,3
27,4,2,2,0,703,1,0,2,5,6,590,3,-1,0,3
25,4,1,2,0,-242,1,1,0,18,8,600,4,332,4,1
31,9,1,2,0,636,1,0,0,4,8,352,4,-1,0,3
63,5,1,1,0,474,0,0,0,25,4,423,1,-1,0,3
54,5,0,2,0,0,0,0,2,13,8,618,1,-1,0,3
56,5,0,0,0,694,0,0,0,29,4,144,1,102,1,1
47,0,0,1,0,225,0,0,0,28,1,1126,4,-1,0,3
49,9,1,1,0,2718,0,0,2,19,8,114,2,-1,0,3
61,4,1,1,0,985,0,0,0,18,1,998,6,-1,0,3
60,10,0,1,0,385,1,0,0,4,3,80,1,-1,0,3
32,9,2,2,0,4665,1,0,2,21,8,860,2,-1,0,3
44,7,1,1,0,1989,1,1,0,20,0,106,2,-1,0,3
53,9,1,2,0,6072,0,1,2,16,6,226,4,-1,0,3
55,9,2,2,0,-703,1,0,0,8,8,123,3,-1,0,3
32,4,2,2,0,311,0,0,2,12,8,757,2,-1,0,3
46,7,1,1,0,4,0,0,0,30,0,268,1,261,5,1
53,1,1,1,0,25,0,0,0,22,1,528,2,-1,0,3
45,1,0,0,0,844,0,0,2,5,6,1018,3,-1,0,3
51,1,1,1,0,2237,1,0,2,29,8,619,1,-1,0,3
36,4,1,2,0,9,0,0,0,11,1,386,4,-1,0,3
50,4,1,2,0,78,1,0,0,14,4,218,3,161,9,1
53,2,1,0,0,27,1,0,1,10,11,230,3,-1,0,3
40,6,1,1,0,2,0,0,0,22,1,197,5,-1,0,3
56,10,1,0,0,3391,0,0,0,21,0,243,1,-1,0,3
47,7,2,1,0,33,1,0,0,5,8,298,1,-1,0,3
52,9,1,2,0,2557,0,0,0,28,4,134,5,204,2,2
56,0,0,1,0,3337,1,0,1,17,9,99,3,-1,0,3
28,1,1,1,0,1020,1,0,2,28,8,251,1,-1,0,3
29,1,2,1,0,908,1,0,2,20,6,1663,1,-1,0,3
43,6,1,2,0,64,0,0,2,6,6,230,2,-1,0,3
29,1,2,1,0,482,0,1,0,10,5,1097,3,-1,0,3
30,9,1,1,0,-393,1,1,0,16,5,435,1,-1,0,3
40,1,1,1,0,1451,0,0,0,1,6,314,1,-1,0,3
27,1,2,1,0,3792,0,0,0,22,0,279,2,-1,0,3
41,1,1,1,1,720,0,1,0,24,5,651,1,-1,0,3
50,1,1,3,0,452,0,0,0,20,1,181,2,-1,0,3
35,9,1,2,0,7050,0,0,0,11,1,222,3,182,4,2
37,1,1,1,0,2023,1,0,0,10,5,214,1,-1,0,3
38,10,1,0,0,-363,0,0,2,12,6,340,2,-1,0,3
63,2,1,1,0,3904,0,0,1,4,1,250,2,187,2,2
34,3,1,1,0,0,1,0,2,30,10,154,1,-1,0,3
34,4,2,2,0,673,1,1,0,20,9,271,1,184,1,0
48,0,0,1,0,4099,0,0,0,2,0,397,2,-1,0,3
37,4,1,2,0,4089,1,0,0,2,3,289,2,174,4,1
45,4,1,2,0,-192,1,0,0,6,8,138,3,-1,0,3
22,9,2,1,0,333,0,1,1,12,9,129,1,-1,0,3
42,6,0,2,0,360,1,0,2,24,6,110,5,-1,0,3
44,6,2,2,0,2734,1,0,0,12,8,897,4,-1,0,3
37,7,2,1,0,608,0,0,0,14,8,380,3,-1,0,3
59,5,1,1,0,9976,1,0,2,29,8,57,2,-1,0,3
59,5,1,3,0,0,0,0,2,8,8,425,6,-1,0,3
44,7,1,1,0,0,1,1,0,11,8,161,1,-1,0,3
32,7,2,1,0,133,0,0,0,15,0,171,1,-1,0,3
42,2,1,2,0,0,0,0,0,9,5,236,1,-1,0,3
35,9,1,1,0,0,1,0,0,9,9,524,1,96,5,2
43,1,1,1,0,2160,0,0,0,8,11,261,1,98,1,2
60,5,1,0,0,5,0,0,0,26,1,63,2,-1,0,3
30,0,2,2,0,261,0,0,0,19,10,233,1,137,20,0
42,9,1,1,0,994,1,0,0,11,1,149,1,78,5,0
44,4,2,2,0,1206,0,0,0,9,5,160,2,-1,0,3
25,8,2,1,0,331,0,0,1,26,1,170,4,-1,0,3
50,1,1,0,0,3924,1,0,0,20,0,122,2,-1,0,3
28,0,2,1,0,177,1,1,0,6,8,150,1,-1,0,3
46,0,0,1,0,2232,0,0,0,13,3,121,1,-1,0,3
32,2,0,1,0,1121,1,1,0,16,0,211,3,-1,0,3
28,4,2,2,0,80,0,0,0,20,10,676,2,146,2,0
55,9,1,3,0,574,1,0,0,29,4,243,2,-1,0,3
35,4,1,1,0,724,1,0,0,14,5,287,2,415,1,0
47,9,1,1,0,1219,0,0,0,18,1,697,4,-1,0,3
55,0,1,1,0,602,0,0,0,1,6,324,3,90,2,2
27,1,2,1,0,3792,0,0,0,22,0,279,2,-1,0,3
40,4,1,2,0,0,0,0,0,10,9,147,1,96,8,2
38,9,1,1,0,226,1,0,2,30,8,762,3,-1,0,3
35,4,1,2,0,8,0,0,0,23,0,93,3,-1,0,3
45,4,1,2,0,242,0,0,0,30,0,587,1,-1,0,3
30,4,1,2,0,0,1,0,0,9,5,127,1,-1,0,3
59,4,1,0,0,2358,1,0,0,17,0,30,1,-1,0,3
36,10,1,1,0,-35,0,0,0,30,4,339,3,-1,0,3
45,6,1,1,0,706,0,0,0,30,0,78,2,176,1,2
27,7,2,1,0,-195,1,0,0,18,8,391,1,-1,0,3
73,5,1,0,0,279,0,0,0,28,4,399,3,-1,0,3
34,1,1,1,0,2542,1,0,0,14,8,228,1,-1,0,3
49,4,1,1,0,1623,1,0,0,19,9,1081,2,-1,0,3
50,1,0,0,0,1545,1,0,0,20,9,25,1,-1,0,3
38,0,1,0,0,0,1,0,2,2,6,29,32,-1,0,3
35,0,0,1,0,3636,0,1,0,21,9,808,2,-1,0,3
36,4,2,2,0,2944,0,0,0,18,1,882,8,-1,0,3
35,4,1,2,0,3161,0,0,0,8,1,433,2,-1,0,3
37,1,0,1,0,0,1,0,0,21,0,146,4,-1,0,3
38,4,1,3,0,3576,0,0,0,25,9,349,2,183,1,2
49,4,2,2,0,151,1,0,0,8,5,97,3,-1,0,3
39,6,1,2,0,1047,0,0,2,6,6,554,1,-1,0,3
41,9,2,1,0,618,0,0,0,5,3,1056,1,-1,0,3
55,1,1,1,0,471,1,0,2,30,8,58,2,-1,0,3
29,9,2,2,0,2325,0,0,0,2,3,125,1,-1,0,3
